breweries_name,name,abv,breweries_established,breweries_id,breweries_locations_10_createDate,breweries_locations_10_id,breweries_locations_10_latitude,breweries_locations_10_locality,breweries_locations_10_locationType,breweries_locations_10_longitude,breweries_locations_10_name,breweries_locations_10_postal,breweries_locations_10_region,breweries_locations_10_streetAddress,breweries_locations_11_createDate,breweries_locations_11_id,breweries_locations_11_latitude,breweries_locations_11_locality,breweries_locations_11_locationType,breweries_locations_11_longitude,breweries_locations_11_name,breweries_locations_11_postal,breweries_locations_11_region,breweries_locations_11_streetAddress,breweries_locations_12_createDate,breweries_locations_12_id,breweries_locations_12_latitude,breweries_locations_12_locality,breweries_locations_12_locationType,breweries_locations_12_longitude,breweries_locations_12_name,breweries_locations_12_postal,breweries_locations_12_region,breweries_locations_12_streetAddress,breweries_locations_1_createDate,breweries_locations_1_id,breweries_locations_1_latitude,breweries_locations_1_locality,breweries_locations_1_locationType,breweries_locations_1_longitude,breweries_locations_1_name,breweries_locations_1_postal,breweries_locations_1_region,breweries_locations_1_streetAddress,breweries_locations_2_createDate,breweries_locations_2_id,breweries_locations_2_latitude,breweries_locations_2_locality,breweries_locations_2_locationType,breweries_locations_2_longitude,breweries_locations_2_name,breweries_locations_2_postal,breweries_locations_2_region,breweries_locations_2_streetAddress,breweries_locations_3_createDate,breweries_locations_3_id,breweries_locations_3_latitude,breweries_locations_3_locality,breweries_locations_3_locationType,breweries_locations_3_longitude,breweries_locations_3_name,breweries_locations_3_postal,breweries_locations_3_region,breweries_locations_3_streetAddress,breweries_locations_4_createDate,breweries_locations_4_id,breweries_locations_4_latitude,breweries_locations_4_locality,breweries_locations_4_locationType,breweries_locations_4_longitude,breweries_locations_4_name,breweries_locations_4_postal,breweries_locations_4_region,breweries_locations_4_streetAddress,breweries_locations_5_createDate,breweries_locations_5_id,breweries_locations_5_latitude,breweries_locations_5_locality,breweries_locations_5_locationType,breweries_locations_5_longitude,breweries_locations_5_name,breweries_locations_5_postal,breweries_locations_5_region,breweries_locations_5_streetAddress,breweries_locations_6_createDate,breweries_locations_6_id,breweries_locations_6_latitude,breweries_locations_6_locality,breweries_locations_6_locationType,breweries_locations_6_longitude,breweries_locations_6_name,breweries_locations_6_postal,breweries_locations_6_region,breweries_locations_6_streetAddress,breweries_locations_7_createDate,breweries_locations_7_id,breweries_locations_7_latitude,breweries_locations_7_locality,breweries_locations_7_locationType,breweries_locations_7_longitude,breweries_locations_7_name,breweries_locations_7_postal,breweries_locations_7_region,breweries_locations_7_streetAddress,breweries_locations_8_createDate,breweries_locations_8_id,breweries_locations_8_latitude,breweries_locations_8_locality,breweries_locations_8_locationType,breweries_locations_8_longitude,breweries_locations_8_name,breweries_locations_8_postal,breweries_locations_8_region,breweries_locations_8_streetAddress,breweries_locations_9_createDate,breweries_locations_9_id,breweries_locations_9_latitude,breweries_locations_9_locality,breweries_locations_9_locationType,breweries_locations_9_longitude,breweries_locations_9_name,breweries_locations_9_postal,breweries_locations_9_region,breweries_locations_9_streetAddress,createDate,id,isOrganic,isRetired,status,style_abvMax,style_abvMin,style_category_id,style_category_name,style_fgMax,style_fgMin,style_ibuMax,style_ibuMin,style_id,style_name,style_ogMin,style_shortName,style_srmMax,style_srmMin
Anheuser-Busch InBev,King Cobra,6,1852,BznahA,2013-07-13 23:08:31,aMIEke,42.8252547,Merrimack,production,-71.4861091,Merrimack,03054,New Hampshire,221 Daniel Webster Hwy,2013-07-13 23:09:14,Cg12u5,40.7067437,Newark,production,-74.1736086,Newark,07114,New Jersey,200 US Highway 1,2013-07-13 23:09:54,ozjr3W,37.2381215,Williamsburg,production,-76.652522,Williamsburg,23185,Virginia,7801 Pocahontas Trail,2012-01-03 02:41:44,ZApGug,38.5985037,Saint Louis,macro,-90.2093428,Main Brewery,63118,Missouri,One Busch Place,2013-07-13 23:02:01,doVlXA,40.6169416,Fort Collins,production,-105.0018273,Fort Collins,80524,Colorado,2351 Busch Dr,2013-07-13 23:02:44,G8EZgb,34.2210112,Van Nuys,production,-118.4768522,Los Angeles,91406,California,15800 Roscoe Blvd,2013-07-13 23:03:49,sRxNq2,43.1624453,Baldwinsville,production,-76.3096615,Baldwinsville,13027,New York,2885 Belgium Rd,2013-07-13 23:04:45,UlgBzT,34.2558728,Cartersville,production,-84.7831874,Cartersville,30121,Georgia,100 Busch Dr NE,2013-07-13 23:05:39,75P08u,40.102482,Columbus,production,-82.9933123,Columbus,43229,Ohio,700 Schrock Rd,2013-07-13 23:06:25,jP7oIL,38.236362,Fairfield,production,-122.091866,Fairfield,94534,California,3101 Busch Dr,2013-07-13 23:07:07,LiqcRm,29.773088,Houston,production,-95.269255,Houston,77029,Texas,775 Gellhorn Dr,2013-07-13 23:07:42,y2ZQbD,30.433924,Jacksonville,production,-81.650619,Jacksonville,32218,Florida,111 Busch Dr,2014-08-28 15:39:46,SDUD8m,N,N,verified,7.5,6.25,8.0,North American Lager,1.01,1.004,23,12,100.0,American-Style Malt Liquor,1.05,Malt Liquor,5,2
Breckenridge Brewery,Kings Dish,6.8,1990,IImUD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:48,s0WsY3,39.7236683,Denver,production,-105.0006015,Global Headquarters & Tasting Room,80204,Colorado,471 Kalamath Street,2014-03-17 10:34:20,4nwOub,39.4761913,Breckenridge,brewpub,-106.0438304,Breckenridge Brewery & Pub,80424,Colorado,600 South Main Street,2014-03-17 10:35:02,h7fD42,39.7562717,Denver,restaurant,-104.9912319,Breck on Blake,80205,Colorado,2220 Blake Street,2014-03-17 10:35:57,JRO1DT,39.0907673,Grand Junction,restaurant,-108.5527476,"The Ale House, Grand Junction",81501,Colorado,2531 North 12th Street,2014-03-17 10:36:30,vl6pMu,39.7586246,Denver,restaurant,-105.0091788,"The Ale House at Amato's,  Denver",80211,Colorado,2501 16th St,2014-09-10 15:03:39,EOsuuz,39.59331,Littleton,production,-105.024306,Breckenridge Brewery & Farmhouse,80120,Colorado,6775 S. Santa Fe,2015-06-17 03:32:00,kDDWiR,39.594287,Littleton,micro,-105.0246389,Main Brewery,80120,Colorado,2990 Brewery Lane,,,,,,,,,,,,,,,,,,,,,2016-08-20 19:02:45,XRsG9K,N,N,verified,,,11.0,Hybrid/mixed Beer,,,,,138.0,Other Strong Ale or Lager,,Strong Ale,,
Sierra Nevada Brewing Company,Knightro,4.6,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-11 00:44:35,FNByFy,N,N,verified,5,3.8,2.0,Irish Origin Ales,1.012,1.008,40,30,23.0,Classic Irish-Style Dry Stout,1.038,Dry Irish Stout,40,40
Sierra Nevada Brewing Company,Kolsch,5,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-12 17:52:24,vuZYco,N,N,verified,5.3,4.8,4.0,German Origin Ales,1.01,1.006,25,18,45.0,German-Style Kölsch / Köln-Style Kölsch,1.042,Kölsch,6,4
Breckenridge Brewery,Kolsch Style Ale - Mountain Series,,1990,IImUD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:48,s0WsY3,39.7236683,Denver,production,-105.0006015,Global Headquarters & Tasting Room,80204,Colorado,471 Kalamath Street,2014-03-17 10:34:20,4nwOub,39.4761913,Breckenridge,brewpub,-106.0438304,Breckenridge Brewery & Pub,80424,Colorado,600 South Main Street,2014-03-17 10:35:02,h7fD42,39.7562717,Denver,restaurant,-104.9912319,Breck on Blake,80205,Colorado,2220 Blake Street,2014-03-17 10:35:57,JRO1DT,39.0907673,Grand Junction,restaurant,-108.5527476,"The Ale House, Grand Junction",81501,Colorado,2531 North 12th Street,2014-03-17 10:36:30,vl6pMu,39.7586246,Denver,restaurant,-105.0091788,"The Ale House at Amato's,  Denver",80211,Colorado,2501 16th St,2014-09-10 15:03:39,EOsuuz,39.59331,Littleton,production,-105.024306,Breckenridge Brewery & Farmhouse,80120,Colorado,6775 S. Santa Fe,2015-06-17 03:32:00,kDDWiR,39.594287,Littleton,micro,-105.0246389,Main Brewery,80120,Colorado,2990 Brewery Lane,,,,,,,,,,,,,,,,,,,,,2016-04-19 01:21:53,wkaQ3k,N,N,verified,5.3,4.8,4.0,German Origin Ales,1.01,1.006,25,18,45.0,German-Style Kölsch / Köln-Style Kölsch,1.042,Kölsch,6,4
Sierra Nevada Brewing Company,Kölsch TEST DUMMIES,6.4,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-04-17 11:32:22,7x2tzn,N,N,verified,12,2.5,11.0,Hybrid/mixed Beer,1.03,1.006,70,5,119.0,Fruit Beer,1.03,Fruit Beer,50,5
Lagunitas Brewing Company,Lagunator,7.9,1993,nLsoQ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:00,C0zPjd,38.272435,Petaluma,micro,-122.662346,Main Brewery,94954,California,1280 North McDowell Boulevard,2014-08-25 12:10:03,g2d9B7,41.8579099,Chicago,tasting,-87.691899,Chicago,60608,Illinois,2607 West 17th St.,2017-06-08 20:31:56,s38mA2,32.7784426,Charleston,tasting,-79.927534,Charleston Taproom & Beer Sanctuary,29401,South Carolina,161 E Bay St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-01 20:39:19,dWISHQ,N,N,verified,5,3.8,8.0,North American Lager,1.01,1.006,13,5,93.0,American-Style Lager,1.04,American Lager,4,2
Lagunitas Brewing Company,Lagunitas IPA,6.2,1993,nLsoQ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:00,C0zPjd,38.272435,Petaluma,micro,-122.662346,Main Brewery,94954,California,1280 North McDowell Boulevard,2014-08-25 12:10:03,g2d9B7,41.8579099,Chicago,tasting,-87.691899,Chicago,60608,Illinois,2607 West 17th St.,2017-06-08 20:31:56,s38mA2,32.7784426,Charleston,tasting,-79.927534,Charleston Taproom & Beer Sanctuary,29401,South Carolina,161 E Bay St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:43:29,iLlMCb,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Lagunitas Brewing Company,Lagunitas Undercover Investigation Shut-Down Ale,9.6,1993,nLsoQ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:00,C0zPjd,38.272435,Petaluma,micro,-122.662346,Main Brewery,94954,California,1280 North McDowell Boulevard,2014-08-25 12:10:03,g2d9B7,41.8579099,Chicago,tasting,-87.691899,Chicago,60608,Illinois,2607 West 17th St.,2017-06-08 20:31:56,s38mA2,32.7784426,Charleston,tasting,-79.927534,Charleston Taproom & Beer Sanctuary,29401,South Carolina,161 E Bay St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:44:26,DwGaaX,N,N,verified,5.6,4.5,3.0,North American Origin Ales,1.014,1.008,42,30,25.0,American-Style Pale Ale,1.044,American Pale,14,6
Wachusett Brewing Company,Larry,7.5,1994,DifSi4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:12,NbGMT2,42.5584168,Westminster,brewpub,-71.8707812,Main Brewery,01473,Massachusetts,175 State Road East,2018-08-09 19:53:11,sQW1Zu,42.5584727,WESTMINSTER,brewpub,-71.8706864,Wachusett Brew Yard,01473-1208,MA,175 State Rd E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-10 14:21:32,QuJNYq,N,N,verified,10.5,7.5,3.0,North American Origin Ales,1.02,1.012,100,65,31.0,Imperial or Double India Pale Ale,1.075,Imperial IPA,13,5
Wachusett Brewing Company,Larry Imperial IPA,8.5,1994,DifSi4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:12,NbGMT2,42.5584168,Westminster,brewpub,-71.8707812,Main Brewery,01473,Massachusetts,175 State Road East,2018-08-09 19:53:11,sQW1Zu,42.5584727,WESTMINSTER,brewpub,-71.8706864,Wachusett Brew Yard,01473-1208,MA,175 State Rd E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-17 22:24:10,jZMQtq,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Wachusett Brewing Company,Larry Triple Douple,8.5,1994,DifSi4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:12,NbGMT2,42.5584168,Westminster,brewpub,-71.8707812,Main Brewery,01473,Massachusetts,175 State Road East,2018-08-09 19:53:11,sQW1Zu,42.5584727,WESTMINSTER,brewpub,-71.8706864,Wachusett Brew Yard,01473-1208,MA,175 State Rd E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-27 15:09:18,lj8S4n,N,N,verified,6,4,5.0,Belgian And French Origin Ales,1.014,1.008,30,20,62.0,Belgian-Style Pale Ale,1.044,Belgian Pale,12,6
Jackalope Brewing Company,Left Behind,,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-15 16:40:36,QNucGY,Y,N,verified,5.6,4.5,3.0,North American Origin Ales,1.014,1.008,42,30,25.0,American-Style Pale Ale,1.044,American Pale,14,6
Jackalope Brewing Company,Leghorn IPA Barrel Aged - Dickel,,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-14 21:43:35,41SRDq,Y,N,verified,6.5,3.75,11.0,Hybrid/mixed Beer,,,,,133.0,Wood- and Barrel-Aged Pale to Amber Beer,,BBL Aged Pale,18,4
Jackalope Brewing Company,Leghorn Rye IPA,6,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-14 20:16:04,Oklbuw,Y,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Jackalope Brewing Company,Liberty Blonde,4.9,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-14 20:52:52,3Csw32,Y,N,verified,5,4,3.0,North American Origin Ales,1.016,1.008,25,15,36.0,Golden or Blonde Ale,1.045,Blonde,7,3
Sierra Nevada Brewing Company,Life and Limb,10.2,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:43:36,xoUVy2,N,N,verified,,,,,,,,,,,,,,
Portsmouth Brewery,Liger Lager,6.9,1991,4F7QA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:06,fKk5B1,43.0780069,Portsmouth,brewpub,-70.7575978,Main Brewpub,03801,New Hampshire,56 Market Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-15 18:42:37,vrGuPg,N,N,verified,5,4.3,8.0,North American Lager,1.014,1.01,15,6,97.0,American-Style Premium Lager,1.044,American Premium Lager,6,2
Wachusett Brewing Company,Light IPA,4,1994,DifSi4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:12,NbGMT2,42.5584168,Westminster,brewpub,-71.8707812,Main Brewery,01473,Massachusetts,175 State Road East,2018-08-09 19:53:11,sQW1Zu,42.5584727,WESTMINSTER,brewpub,-71.8706864,Wachusett Brew Yard,01473-1208,MA,175 State Rd E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-03 12:20:02,2NsDUk,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Anheuser-Busch InBev,Lime-a-Rita,8,1852,BznahA,2013-07-13 23:08:31,aMIEke,42.8252547,Merrimack,production,-71.4861091,Merrimack,03054,New Hampshire,221 Daniel Webster Hwy,2013-07-13 23:09:14,Cg12u5,40.7067437,Newark,production,-74.1736086,Newark,07114,New Jersey,200 US Highway 1,2013-07-13 23:09:54,ozjr3W,37.2381215,Williamsburg,production,-76.652522,Williamsburg,23185,Virginia,7801 Pocahontas Trail,2012-01-03 02:41:44,ZApGug,38.5985037,Saint Louis,macro,-90.2093428,Main Brewery,63118,Missouri,One Busch Place,2013-07-13 23:02:01,doVlXA,40.6169416,Fort Collins,production,-105.0018273,Fort Collins,80524,Colorado,2351 Busch Dr,2013-07-13 23:02:44,G8EZgb,34.2210112,Van Nuys,production,-118.4768522,Los Angeles,91406,California,15800 Roscoe Blvd,2013-07-13 23:03:49,sRxNq2,43.1624453,Baldwinsville,production,-76.3096615,Baldwinsville,13027,New York,2885 Belgium Rd,2013-07-13 23:04:45,UlgBzT,34.2558728,Cartersville,production,-84.7831874,Cartersville,30121,Georgia,100 Busch Dr NE,2013-07-13 23:05:39,75P08u,40.102482,Columbus,production,-82.9933123,Columbus,43229,Ohio,700 Schrock Rd,2013-07-13 23:06:25,jP7oIL,38.236362,Fairfield,production,-122.091866,Fairfield,94534,California,3101 Busch Dr,2013-07-13 23:07:07,LiqcRm,29.773088,Houston,production,-95.269255,Houston,77029,Texas,775 Gellhorn Dr,2013-07-13 23:07:42,y2ZQbD,30.433924,Jacksonville,production,-81.650619,Jacksonville,32218,Florida,111 Busch Dr,2015-01-14 13:19:21,36DmYw,N,N,verified,6,4,14.0,Malternative Beverages,,,,,161.0,Flavored Malt Beverage,,Flavored Malt Beverage,,
Zero Gravity Craft Brewery,Little Birdy,6.9,2004,VEY3Xa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:13,dMbTUT,44.4596386,Burlington,brewpub,-73.2137346,Main Brewery,05401,Vermont,716 Pine St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-22 12:48:28,a29mU4,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
New Holland Brewing Company,Little Bohemia,5.3,1996,AqEUBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:03,awYZlE,42.7900238,Holland,micro,-86.1041945,New Holland Brewing,49423,Michigan,66 East 8th Street,2012-03-07 14:26:41,qncYRx,42.817486,Holland,office,-86.113203,"Production Campus, Sales & Marketing",49424,Michigan,684 Commerce Court,2012-03-07 14:27:26,T7LMbO,42.81753,Holland,production,-86.113203,Production Facility,49424,Michigan,690 Commerce Court,2014-09-03 13:59:03,JAvSVM,42.790018,Holland,micro,-86.104134,New Holland - Brew Pub,49423,Michigan,66 East 8th Street,2017-06-02 15:46:01,Db1S1w,42.9705881,Grand Rapids,restaurant,-85.6797148,The Knickerbocker,49504,Michigan,417 Bridge Street NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-08-11 23:44:39,2mfXU8,N,N,verified,,,11.0,Hybrid/mixed Beer,,,,,138.0,Other Strong Ale or Lager,,Strong Ale,,
Lagunitas Brewing Company,Little Sumpin’ Wild,8.74,1993,nLsoQ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:00,C0zPjd,38.272435,Petaluma,micro,-122.662346,Main Brewery,94954,California,1280 North McDowell Boulevard,2014-08-25 12:10:03,g2d9B7,41.8579099,Chicago,tasting,-87.691899,Chicago,60608,Illinois,2607 West 17th St.,2017-06-08 20:31:56,s38mA2,32.7784426,Charleston,tasting,-79.927534,Charleston Taproom & Beer Sanctuary,29401,South Carolina,161 E Bay St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:43:37,jshi8D,N,N,verified,5.6,4.5,3.0,North American Origin Ales,1.014,1.008,42,30,25.0,American-Style Pale Ale,1.044,American Pale,14,6
Zero Gravity Craft Brewery,Little Wolf,4.7,2004,VEY3Xa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:13,dMbTUT,44.4596386,Burlington,brewpub,-73.2137346,Main Brewery,05401,Vermont,716 Pine St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-06 18:27:50,XDaNfi,N,N,verified,5.6,4.5,3.0,North American Origin Ales,1.014,1.008,42,30,25.0,American-Style Pale Ale,1.044,American Pale,14,6
Portsmouth Brewery,Lolo IPA,6.4,1991,4F7QA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:06,fKk5B1,43.0780069,Portsmouth,brewpub,-70.7575978,Main Brewpub,03801,New Hampshire,56 Market Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-21 22:21:01,DqTrrP,Y,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Zero Gravity Craft Brewery,London Calling,3.2,2004,VEY3Xa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:13,dMbTUT,44.4596386,Burlington,brewpub,-73.2137346,Main Brewery,05401,Vermont,716 Pine St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10 23:41:31,J183HL,N,N,verified,4,3.2,1.0,British Origin Ales,1.008,1.004,20,10,10.0,English-Style Pale Mild Ale,1.03,English Pale Mild,17,8
New Holland Brewing Company,London Calling English Porter Cask,5.3,1996,AqEUBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:03,awYZlE,42.7900238,Holland,micro,-86.1041945,New Holland Brewing,49423,Michigan,66 East 8th Street,2012-03-07 14:26:41,qncYRx,42.817486,Holland,office,-86.113203,"Production Campus, Sales & Marketing",49424,Michigan,684 Commerce Court,2012-03-07 14:27:26,T7LMbO,42.81753,Holland,production,-86.113203,Production Facility,49424,Michigan,690 Commerce Court,2014-09-03 13:59:03,JAvSVM,42.790018,Holland,micro,-86.104134,New Holland - Brew Pub,49423,Michigan,66 East 8th Street,2017-06-02 15:46:01,Db1S1w,42.9705881,Grand Rapids,restaurant,-85.6797148,The Knickerbocker,49504,Michigan,417 Bridge Street NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-16 16:19:07,DmCMSF,N,N,verified,9.5,5.5,3.0,North American Origin Ales,1.03,1.02,50,35,158.0,American-Style Imperial Porter,1.08,American Imperial Porter,40,40
Sierra Nevada Brewing Company,Long Steam IPA,5.8,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:43:38,epip51,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
New Holland Brewing Company,Lost Dune,5.5,1996,AqEUBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:03,awYZlE,42.7900238,Holland,micro,-86.1041945,New Holland Brewing,49423,Michigan,66 East 8th Street,2012-03-07 14:26:41,qncYRx,42.817486,Holland,office,-86.113203,"Production Campus, Sales & Marketing",49424,Michigan,684 Commerce Court,2012-03-07 14:27:26,T7LMbO,42.81753,Holland,production,-86.113203,Production Facility,49424,Michigan,690 Commerce Court,2014-09-03 13:59:03,JAvSVM,42.790018,Holland,micro,-86.104134,New Holland - Brew Pub,49423,Michigan,66 East 8th Street,2017-06-02 15:46:01,Db1S1w,42.9705881,Grand Rapids,restaurant,-85.6797148,The Knickerbocker,49504,Michigan,417 Bridge Street NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-07 19:52:39,zDUkcd,N,N,verified,12,2.5,11.0,Hybrid/mixed Beer,1.03,1.006,70,5,119.0,Fruit Beer,1.03,Fruit Beer,50,5
