breweries_name,name,abv,breweries_established,breweries_id,breweries_locations_10_createDate,breweries_locations_10_id,breweries_locations_10_latitude,breweries_locations_10_locality,breweries_locations_10_locationType,breweries_locations_10_longitude,breweries_locations_10_name,breweries_locations_10_postal,breweries_locations_10_region,breweries_locations_10_streetAddress,breweries_locations_11_createDate,breweries_locations_11_id,breweries_locations_11_latitude,breweries_locations_11_locality,breweries_locations_11_locationType,breweries_locations_11_longitude,breweries_locations_11_name,breweries_locations_11_postal,breweries_locations_11_region,breweries_locations_11_streetAddress,breweries_locations_12_createDate,breweries_locations_12_id,breweries_locations_12_latitude,breweries_locations_12_locality,breweries_locations_12_locationType,breweries_locations_12_longitude,breweries_locations_12_name,breweries_locations_12_postal,breweries_locations_12_region,breweries_locations_12_streetAddress,breweries_locations_1_createDate,breweries_locations_1_id,breweries_locations_1_latitude,breweries_locations_1_locality,breweries_locations_1_locationType,breweries_locations_1_longitude,breweries_locations_1_name,breweries_locations_1_postal,breweries_locations_1_region,breweries_locations_1_streetAddress,breweries_locations_2_createDate,breweries_locations_2_id,breweries_locations_2_latitude,breweries_locations_2_locality,breweries_locations_2_locationType,breweries_locations_2_longitude,breweries_locations_2_name,breweries_locations_2_postal,breweries_locations_2_region,breweries_locations_2_streetAddress,breweries_locations_3_createDate,breweries_locations_3_id,breweries_locations_3_latitude,breweries_locations_3_locality,breweries_locations_3_locationType,breweries_locations_3_longitude,breweries_locations_3_name,breweries_locations_3_postal,breweries_locations_3_region,breweries_locations_3_streetAddress,breweries_locations_4_createDate,breweries_locations_4_id,breweries_locations_4_latitude,breweries_locations_4_locality,breweries_locations_4_locationType,breweries_locations_4_longitude,breweries_locations_4_name,breweries_locations_4_postal,breweries_locations_4_region,breweries_locations_4_streetAddress,breweries_locations_5_createDate,breweries_locations_5_id,breweries_locations_5_latitude,breweries_locations_5_locality,breweries_locations_5_locationType,breweries_locations_5_longitude,breweries_locations_5_name,breweries_locations_5_postal,breweries_locations_5_region,breweries_locations_5_streetAddress,breweries_locations_6_createDate,breweries_locations_6_id,breweries_locations_6_latitude,breweries_locations_6_locality,breweries_locations_6_locationType,breweries_locations_6_longitude,breweries_locations_6_name,breweries_locations_6_postal,breweries_locations_6_region,breweries_locations_6_streetAddress,breweries_locations_7_createDate,breweries_locations_7_id,breweries_locations_7_latitude,breweries_locations_7_locality,breweries_locations_7_locationType,breweries_locations_7_longitude,breweries_locations_7_name,breweries_locations_7_postal,breweries_locations_7_region,breweries_locations_7_streetAddress,breweries_locations_8_createDate,breweries_locations_8_id,breweries_locations_8_latitude,breweries_locations_8_locality,breweries_locations_8_locationType,breweries_locations_8_longitude,breweries_locations_8_name,breweries_locations_8_postal,breweries_locations_8_region,breweries_locations_8_streetAddress,breweries_locations_9_createDate,breweries_locations_9_id,breweries_locations_9_latitude,breweries_locations_9_locality,breweries_locations_9_locationType,breweries_locations_9_longitude,breweries_locations_9_name,breweries_locations_9_postal,breweries_locations_9_region,breweries_locations_9_streetAddress,createDate,id,isOrganic,isRetired,status,style_abvMax,style_abvMin,style_category_id,style_category_name,style_fgMax,style_fgMin,style_ibuMax,style_ibuMin,style_id,style_name,style_ogMin,style_shortName,style_srmMax,style_srmMin
Portsmouth Brewery,Portsmouth Barleywine,11,1991,4F7QA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:06,fKk5B1,43.0780069,Portsmouth,brewpub,-70.7575978,Main Brewpub,03801,New Hampshire,56 Market Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-16 18:39:31,bFMDB3,N,N,verified,12,8.4,3.0,North American Origin Ales,1.028,1.024,100,60,34.0,American-Style Barley Wine Ale,1.09,American Barleywine,22,11
Jackalope Brewing Company,Potato Schwarzbier,4.9,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-15 16:54:08,bZ8hmu,Y,N,verified,5,3.8,7.0,European-germanic Lager,1.016,1.01,30,22,84.0,German-Style Schwarzbier,1.044,Schwarzbier,30,25
Laughing Dog Brewing,Premium 219 Pilsner,4.7,2005,yX6twV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:00,1eKpO5,48.2980485,Ponderay,micro,-116.5461322,Main Brewery,83852,Idaho,1109 Fontaine drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-07-23 12:25:10,UBcopK,N,N,verified,6,5,8.0,North American Lager,1.018,1.012,40,25,98.0,American-Style Pilsener,1.045,American Pilsener,6,3
Dock Street Brewery,Prince Myshkin,9,1985,p3YrOa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:52,HFQ27P,39.9477956,West Philly,micro,-75.2229305,Main Brewery,19143,Pennsylvania,701 S. 50th Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-28 12:07:44,RDSydO,N,N,verified,12,7,3.0,North American Origin Ales,1.03,1.02,80,50,43.0,American-Style Imperial Stout,1.08,American Imperial Stout,40,40
Oskar Blues Brewery,Priscilla,5.2,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-25 14:18:43,AWdfjO,N,N,verified,5.2,4.8,5.0,Belgian And French Origin Ales,1.01,1.006,17,10,65.0,Belgian-Style White (or Wit) / Belgian-Style Wheat,1.044,Witbier,4,2
Dock Street Brewery,Prisoner of Hell,8,1985,p3YrOa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:52,HFQ27P,39.9477956,West Philly,micro,-75.2229305,Main Brewery,19143,Pennsylvania,701 S. 50th Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-04-14 09:09:28,y5dpHI,N,N,verified,7.8,6,5.0,Belgian And French Origin Ales,1.014,1.008,30,15,61.0,Belgian-Style Blonde Ale,1.054,Belgian Blonde,7,4
Jackalope Brewing Company,Puck American Pale Ale,5.2,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-14 20:59:11,NQwb75,Y,N,verified,5.6,4.5,3.0,North American Origin Ales,1.014,1.008,42,30,25.0,American-Style Pale Ale,1.044,American Pale,14,6
New Holland Brewing Company,Puff The Magic Cyser,8.5,1996,AqEUBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:03,awYZlE,42.7900238,Holland,micro,-86.1041945,New Holland Brewing,49423,Michigan,66 East 8th Street,2012-03-07 14:26:41,qncYRx,42.817486,Holland,office,-86.113203,"Production Campus, Sales & Marketing",49424,Michigan,684 Commerce Court,2012-03-07 14:27:26,T7LMbO,42.81753,Holland,production,-86.113203,Production Facility,49424,Michigan,690 Commerce Court,2014-09-03 13:59:03,JAvSVM,42.790018,Holland,micro,-86.104134,New Holland - Brew Pub,49423,Michigan,66 East 8th Street,2017-06-02 15:46:01,Db1S1w,42.9705881,Grand Rapids,restaurant,-85.6797148,The Knickerbocker,49504,Michigan,417 Bridge Street NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-21 12:44:59,LDo4fA,N,N,verified,,,12.0,"Mead, Cider, & Perry",,,,,143.0,Cyser (Apple Melomel),,Cyser,,
Harmon Brewing Company,Puget Brown Porter,5.6,,DMU2Kf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:57,vd0Jcg,47.2438476,Tacoma,micro,-122.4365583,Main Brewery,98402,Washington,1938 Pacific Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:44:01,FMWVLR,N,N,verified,6,4.5,1.0,British Origin Ales,1.014,1.006,30,20,18.0,Brown Porter,1.04,Brown Porter,35,20
SweetWater Brewing Company,Pulled Porter,7.7,1997,TMc6H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:09,MfINpl,33.808102,Atlanta,micro,-84.38119,Main Brewery,30324,Georgia,195 Ottley Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-24 15:12:21,EbwOyu,N,N,verified,8.7,5,3.0,North American Origin Ales,1.014,1.006,40,20,38.0,Smoke Porter,1.04,Smoke Porter,20,20
Oskar Blues Brewery,Pumpkin Chub,8,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-15 18:42:45,UimBmb,N,N,verified,12,2.5,11.0,Hybrid/mixed Beer,1.03,1.006,70,5,121.0,Pumpkin Beer,1.03,Pumpkin Beer,50,5
Breckenridge Brewery,Pumpkin Spice Latte : Nitro Series,5.5,1990,IImUD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:48,s0WsY3,39.7236683,Denver,production,-105.0006015,Global Headquarters & Tasting Room,80204,Colorado,471 Kalamath Street,2014-03-17 10:34:20,4nwOub,39.4761913,Breckenridge,brewpub,-106.0438304,Breckenridge Brewery & Pub,80424,Colorado,600 South Main Street,2014-03-17 10:35:02,h7fD42,39.7562717,Denver,restaurant,-104.9912319,Breck on Blake,80205,Colorado,2220 Blake Street,2014-03-17 10:35:57,JRO1DT,39.0907673,Grand Junction,restaurant,-108.5527476,"The Ale House, Grand Junction",81501,Colorado,2531 North 12th Street,2014-03-17 10:36:30,vl6pMu,39.7586246,Denver,restaurant,-105.0091788,"The Ale House at Amato's,  Denver",80211,Colorado,2501 16th St,2014-09-10 15:03:39,EOsuuz,39.59331,Littleton,production,-105.024306,Breckenridge Brewery & Farmhouse,80120,Colorado,6775 S. Santa Fe,2015-06-17 03:32:00,kDDWiR,39.594287,Littleton,micro,-105.0246389,Main Brewery,80120,Colorado,2990 Brewery Lane,,,,,,,,,,,,,,,,,,,,,2016-09-03 17:44:31,EyM4tM,N,N,verified,8.8,5.7,3.0,North American Origin Ales,1.022,1.01,60,35,42.0,American-Style Stout,1.05,American Stout,40,40
Laughing Dog Brewing,Purebred A.P.A. Citra,6.2,2005,yX6twV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:00,1eKpO5,48.2980485,Ponderay,micro,-116.5461322,Main Brewery,83852,Idaho,1109 Fontaine drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-02 18:24:38,otVuwu,N,N,verified,6.3,5.5,3.0,North American Origin Ales,1.016,1.008,50,40,29.0,American-Style Strong Pale Ale,1.05,American Strong Pale,14,6
Wachusett Brewing Company,Quinn's Amber Ale,4.8,1994,DifSi4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:12,NbGMT2,42.5584168,Westminster,brewpub,-71.8707812,Main Brewery,01473,Massachusetts,175 State Road East,2018-08-09 19:53:11,sQW1Zu,42.5584727,WESTMINSTER,brewpub,-71.8706864,Wachusett Brew Yard,01473-1208,MA,175 State Rd E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-09 15:42:14,I1L4J0,N,N,verified,6,4.5,3.0,North American Origin Ales,1.018,1.012,40,30,32.0,American-Style Amber/Red Ale,1.048,Amber,18,11
Zero Gravity Craft Brewery,R. Prime,6.2,2004,VEY3Xa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:13,dMbTUT,44.4596386,Burlington,brewpub,-73.2137346,Main Brewery,05401,Vermont,716 Pine St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-06 18:40:32,OAko81,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Sierra Nevada Brewing Company,Rain Check,,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-28 12:07:10,otkATx,N,N,verified,12,7,3.0,North American Origin Ales,1.03,1.02,50,35,44.0,Specialty Stouts,1.08,Stout,40,40
Jackalope Brewing Company,Rainy Day Blues,6,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-14 20:29:31,s1eqWg,Y,N,verified,9,7.5,9.0,Other Lager,1.022,1.016,40,35,104.0,Baltic-Style Porter,1.072,Baltic Porter,40,40
Anheuser-Busch InBev,Rascal's Wild Red,8,1852,BznahA,2013-07-13 23:08:31,aMIEke,42.8252547,Merrimack,production,-71.4861091,Merrimack,03054,New Hampshire,221 Daniel Webster Hwy,2013-07-13 23:09:14,Cg12u5,40.7067437,Newark,production,-74.1736086,Newark,07114,New Jersey,200 US Highway 1,2013-07-13 23:09:54,ozjr3W,37.2381215,Williamsburg,production,-76.652522,Williamsburg,23185,Virginia,7801 Pocahontas Trail,2012-01-03 02:41:44,ZApGug,38.5985037,Saint Louis,macro,-90.2093428,Main Brewery,63118,Missouri,One Busch Place,2013-07-13 23:02:01,doVlXA,40.6169416,Fort Collins,production,-105.0018273,Fort Collins,80524,Colorado,2351 Busch Dr,2013-07-13 23:02:44,G8EZgb,34.2210112,Van Nuys,production,-118.4768522,Los Angeles,91406,California,15800 Roscoe Blvd,2013-07-13 23:03:49,sRxNq2,43.1624453,Baldwinsville,production,-76.3096615,Baldwinsville,13027,New York,2885 Belgium Rd,2013-07-13 23:04:45,UlgBzT,34.2558728,Cartersville,production,-84.7831874,Cartersville,30121,Georgia,100 Busch Dr NE,2013-07-13 23:05:39,75P08u,40.102482,Columbus,production,-82.9933123,Columbus,43229,Ohio,700 Schrock Rd,2013-07-13 23:06:25,jP7oIL,38.236362,Fairfield,production,-122.091866,Fairfield,94534,California,3101 Busch Dr,2013-07-13 23:07:07,LiqcRm,29.773088,Houston,production,-95.269255,Houston,77029,Texas,775 Gellhorn Dr,2013-07-13 23:07:42,y2ZQbD,30.433924,Jacksonville,production,-81.650619,Jacksonville,32218,Florida,111 Busch Dr,2014-08-28 17:52:15,WUHF66,N,N,verified,12,2.5,11.0,Hybrid/mixed Beer,1.03,1.006,70,5,119.0,Fruit Beer,1.03,Fruit Beer,50,5
Anheuser-Busch InBev,Raz-Ber-Rita,8,1852,BznahA,2013-07-13 23:08:31,aMIEke,42.8252547,Merrimack,production,-71.4861091,Merrimack,03054,New Hampshire,221 Daniel Webster Hwy,2013-07-13 23:09:14,Cg12u5,40.7067437,Newark,production,-74.1736086,Newark,07114,New Jersey,200 US Highway 1,2013-07-13 23:09:54,ozjr3W,37.2381215,Williamsburg,production,-76.652522,Williamsburg,23185,Virginia,7801 Pocahontas Trail,2012-01-03 02:41:44,ZApGug,38.5985037,Saint Louis,macro,-90.2093428,Main Brewery,63118,Missouri,One Busch Place,2013-07-13 23:02:01,doVlXA,40.6169416,Fort Collins,production,-105.0018273,Fort Collins,80524,Colorado,2351 Busch Dr,2013-07-13 23:02:44,G8EZgb,34.2210112,Van Nuys,production,-118.4768522,Los Angeles,91406,California,15800 Roscoe Blvd,2013-07-13 23:03:49,sRxNq2,43.1624453,Baldwinsville,production,-76.3096615,Baldwinsville,13027,New York,2885 Belgium Rd,2013-07-13 23:04:45,UlgBzT,34.2558728,Cartersville,production,-84.7831874,Cartersville,30121,Georgia,100 Busch Dr NE,2013-07-13 23:05:39,75P08u,40.102482,Columbus,production,-82.9933123,Columbus,43229,Ohio,700 Schrock Rd,2013-07-13 23:06:25,jP7oIL,38.236362,Fairfield,production,-122.091866,Fairfield,94534,California,3101 Busch Dr,2013-07-13 23:07:07,LiqcRm,29.773088,Houston,production,-95.269255,Houston,77029,Texas,775 Gellhorn Dr,2013-07-13 23:07:42,y2ZQbD,30.433924,Jacksonville,production,-81.650619,Jacksonville,32218,Florida,111 Busch Dr,2015-01-07 13:39:58,NCsyAW,N,N,verified,6,4,14.0,Malternative Beverages,,,,,161.0,Flavored Malt Beverage,,Flavored Malt Beverage,,
Last Name Brewing,Red Between the Lines,6.2,2003,941OaA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:52,UFie4f,34.1091852,Upland,micro,-117.6909341,Main Brewery,91786,California,2120 Porterfield Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-10 16:57:47,bM2eLl,N,N,verified,6,4.5,3.0,North American Origin Ales,1.018,1.012,40,30,32.0,American-Style Amber/Red Ale,1.048,Amber,18,11
Sierra Nevada Brewing Company,Red Ryeot,6.5,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-03 14:12:19,p0Qbef,N,N,verified,,,11.0,Hybrid/mixed Beer,,,,,117.0,Rye Ale or Lager with or without Yeast,,Rye Ale,,
New Holland Brewing Company,Red Tulip,,1996,AqEUBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:03,awYZlE,42.7900238,Holland,micro,-86.1041945,New Holland Brewing,49423,Michigan,66 East 8th Street,2012-03-07 14:26:41,qncYRx,42.817486,Holland,office,-86.113203,"Production Campus, Sales & Marketing",49424,Michigan,684 Commerce Court,2012-03-07 14:27:26,T7LMbO,42.81753,Holland,production,-86.113203,Production Facility,49424,Michigan,690 Commerce Court,2014-09-03 13:59:03,JAvSVM,42.790018,Holland,micro,-86.104134,New Holland - Brew Pub,49423,Michigan,66 East 8th Street,2017-06-02 15:46:01,Db1S1w,42.9705881,Grand Rapids,restaurant,-85.6797148,The Knickerbocker,49504,Michigan,417 Bridge Street NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:44:04,txhujB,N,N,verified,,,,,,,,,,,,,,
Sierra Nevada Brewing Company,Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),8,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-11 00:11:20,GIO3Xe,N,N,verified,6,4.5,3.0,North American Origin Ales,1.018,1.012,40,30,32.0,American-Style Amber/Red Ale,1.048,Amber,18,11
Anheuser-Busch InBev,Redbridge,4,1852,BznahA,2013-07-13 23:08:31,aMIEke,42.8252547,Merrimack,production,-71.4861091,Merrimack,03054,New Hampshire,221 Daniel Webster Hwy,2013-07-13 23:09:14,Cg12u5,40.7067437,Newark,production,-74.1736086,Newark,07114,New Jersey,200 US Highway 1,2013-07-13 23:09:54,ozjr3W,37.2381215,Williamsburg,production,-76.652522,Williamsburg,23185,Virginia,7801 Pocahontas Trail,2012-01-03 02:41:44,ZApGug,38.5985037,Saint Louis,macro,-90.2093428,Main Brewery,63118,Missouri,One Busch Place,2013-07-13 23:02:01,doVlXA,40.6169416,Fort Collins,production,-105.0018273,Fort Collins,80524,Colorado,2351 Busch Dr,2013-07-13 23:02:44,G8EZgb,34.2210112,Van Nuys,production,-118.4768522,Los Angeles,91406,California,15800 Roscoe Blvd,2013-07-13 23:03:49,sRxNq2,43.1624453,Baldwinsville,production,-76.3096615,Baldwinsville,13027,New York,2885 Belgium Rd,2013-07-13 23:04:45,UlgBzT,34.2558728,Cartersville,production,-84.7831874,Cartersville,30121,Georgia,100 Busch Dr NE,2013-07-13 23:05:39,75P08u,40.102482,Columbus,production,-82.9933123,Columbus,43229,Ohio,700 Schrock Rd,2013-07-13 23:06:25,jP7oIL,38.236362,Fairfield,production,-122.091866,Fairfield,94534,California,3101 Busch Dr,2013-07-13 23:07:07,LiqcRm,29.773088,Houston,production,-95.269255,Houston,77029,Texas,775 Gellhorn Dr,2013-07-13 23:07:42,y2ZQbD,30.433924,Jacksonville,production,-81.650619,Jacksonville,32218,Florida,111 Busch Dr,2012-01-03 02:44:04,7aeVlx,N,N,verified,,,11.0,Hybrid/mixed Beer,,,,,127.0,Gluten-Free Beer,,Gluten-Free Beer,,
Oskar Blues Brewery,Reeb Rye'd PA,7,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-17 14:54:45,UPDwhn,N,N,verified,,,11.0,Hybrid/mixed Beer,,,,,117.0,Rye Ale or Lager with or without Yeast,,Rye Ale,,
Breckenridge Brewery,Regal Pilsner,7,1990,IImUD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:48,s0WsY3,39.7236683,Denver,production,-105.0006015,Global Headquarters & Tasting Room,80204,Colorado,471 Kalamath Street,2014-03-17 10:34:20,4nwOub,39.4761913,Breckenridge,brewpub,-106.0438304,Breckenridge Brewery & Pub,80424,Colorado,600 South Main Street,2014-03-17 10:35:02,h7fD42,39.7562717,Denver,restaurant,-104.9912319,Breck on Blake,80205,Colorado,2220 Blake Street,2014-03-17 10:35:57,JRO1DT,39.0907673,Grand Junction,restaurant,-108.5527476,"The Ale House, Grand Junction",81501,Colorado,2531 North 12th Street,2014-03-17 10:36:30,vl6pMu,39.7586246,Denver,restaurant,-105.0091788,"The Ale House at Amato's,  Denver",80211,Colorado,2501 16th St,2014-09-10 15:03:39,EOsuuz,39.59331,Littleton,production,-105.024306,Breckenridge Brewery & Farmhouse,80120,Colorado,6775 S. Santa Fe,2015-06-17 03:32:00,kDDWiR,39.594287,Littleton,micro,-105.0246389,Main Brewery,80120,Colorado,2990 Brewery Lane,,,,,,,,,,,,,,,,,,,,,2014-07-17 14:37:39,zAC6PV,N,N,verified,6,5,8.0,North American Lager,1.018,1.012,40,25,98.0,American-Style Pilsener,1.045,American Pilsener,6,3
New Holland Brewing Company,Renee IPA,,1996,AqEUBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:03,awYZlE,42.7900238,Holland,micro,-86.1041945,New Holland Brewing,49423,Michigan,66 East 8th Street,2012-03-07 14:26:41,qncYRx,42.817486,Holland,office,-86.113203,"Production Campus, Sales & Marketing",49424,Michigan,684 Commerce Court,2012-03-07 14:27:26,T7LMbO,42.81753,Holland,production,-86.113203,Production Facility,49424,Michigan,690 Commerce Court,2014-09-03 13:59:03,JAvSVM,42.790018,Holland,micro,-86.104134,New Holland - Brew Pub,49423,Michigan,66 East 8th Street,2017-06-02 15:46:01,Db1S1w,42.9705881,Grand Rapids,restaurant,-85.6797148,The Knickerbocker,49504,Michigan,417 Bridge Street NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-07 16:31:46,Lt3xMf,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Sierra Nevada Brewing Company,Return of the Red Eye IPA,6.5,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-04-12 11:31:57,YVWopx,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
